65.52.0.0/14,Microsoft
199.30.16.0/20,Microsoft
157.60.0.0/16,Microsoft
157.56.0.0/14,Microsoft
157.54.0.0/15,Microsoft
100.43.64.0/19,Yandex
66.249.64.0/19,Google
119.235.224.0 - 119.235.239.255,NHN-Japan (Naver)
211.212.0.0 - 211.215.255.255,Hanaro Telecom (Daum)
211.244.0.0 - 211.244.255.255,Hanaro Telecom (Daum)
